# ----------------------------------------
# 1 Master View
# New Custom Report
# 20190113-20200113
# ----------------------------------------

Region,City,Sessions
New York,New York,"34,642"
California,San Francisco,"26,266"
California,Sunnyvale,"25,022"
California,Mountain View,"13,898"
California,San Jose,"11,776"
California,Los Angeles,"8,841"
Illinois,Chicago,"7,844"
Washington,Seattle,"7,223"
Texas,Austin,"6,708"
California,Santa Clara,"4,398"
California,Redwood City,"3,371"
Washington,Kirkland,"3,291"
District of Columbia,Washington,"2,690"
California,San Bruno,"2,653"
Massachusetts,Boston,"2,561"
California,San Diego,"2,539"
Texas,Dallas,"2,398"
Georgia,Atlanta,"2,342"
California,Fremont,"2,313"
California,Palo Alto,"2,298"
Michigan,Ann Arbor,"2,261"
Colorado,Boulder,"2,252"
Texas,Houston,"2,202"
Massachusetts,Cambridge,"2,049"
Pennsylvania,Philadelphia,"2,044"
California,Irvine,"1,949"
Pennsylvania,Pittsburgh,"1,826"
California,Oakland,"1,825"
Arizona,Phoenix,"1,714"
Colorado,Denver,"1,473"
Oregon,Portland,"1,412"
California,San Mateo,"1,337"
California,Milpitas,"1,305"
North Carolina,Charlotte,"1,282"
California,Cupertino,"1,264"
Washington,Bellevue,"1,227"
New Jersey,Jersey City,"1,192"
Washington,Redmond,"1,142"
California,Sacramento,"1,077"
Texas,San Antonio,"1,012"
Massachusetts,Quincy,970
Tennessee,Nashville,952
Texas,Plano,949
Virginia,Dumbarton,941
Florida,Orlando,881
Minnesota,Minneapolis,860
Ohio,Columbus,838
Florida,Miami,786
California,Menlo Park,768
California,South San Francisco,756
California,Los Altos,718
Virginia,Reston,712
Nevada,Las Vegas,663
California,Berkeley,662
Michigan,Detroit,662
Missouri,Kansas City,655
Utah,Salt Lake City,622
North Carolina,Raleigh,619
Florida,Tampa,594
Kentucky,Louisville,594
California,Pleasanton,593
Ohio,Cincinnati,592
Indiana,Indianapolis,562
Nebraska,Omaha,556
California,Campbell,506
Iowa,Council Bluffs,504
Virginia,Arlington,504
Wisconsin,Madison,504
California,Foster City,490
Hawaii,Honolulu,488
Texas,Frisco,484
California,Dublin,467
New Jersey,Newark,458
Florida,Jacksonville,456
Michigan,Dearborn,437
California,Newark,434
California,Burlingame,425
California,Riverside,423
Wisconsin,Eau Claire,419
Virginia,Ashburn,411
California,San Ramon,408
California,Hayward,406
North Carolina,Durham,398
Texas,Fort Worth,394
Oklahoma,Oklahoma City,393
Texas,Irving,389
Arizona,Chandler,388
Tennessee,Memphis,384
Maryland,Baltimore,380
California,Santa Cruz,376
Missouri,St. Louis,376
South Carolina,Goose Creek,376
California,San Carlos,375
Oklahoma,Pryor,357
Arizona,Tucson,337
Michigan,Jackson,337
California,Anaheim,333
California,Los Gatos,330
California,Livermore,324
Virginia,Virginia Beach,320
California,Saratoga,314
California,Long Beach,302
California,Union City,302
California,Walnut Creek,299
Arizona,Tempe,297
Nevada,Reno,296
Wisconsin,Milwaukee,296
Texas,Round Rock,292
New Mexico,Albuquerque,291
Kansas,Overland Park,289
California,Santa Monica,286
Minnesota,Saint Paul,280
Michigan,Kalamazoo,277
Oklahoma,Tulsa,275
Georgia,Douglasville,272
Alabama,Birmingham,269
Michigan,Grand Rapids,267
California,Rancho Cucamonga,265
California,Alameda,263
California,Fresno,259
Minnesota,Maple Grove,259
California,Daly City,256
North Carolina,Lenoir,256
California,San Leandro,251
Ohio,Cleveland,249
Colorado,Thornton,245
Florida,Boca Raton,244
Colorado,Colorado Springs,242
Kentucky,Lexington,239
Louisiana,New Orleans,235
California,Concord,234
New Jersey,Piscataway,234
Arizona,Mesa,232
New Jersey,Edison,232
Arkansas,Bentonville,231
Michigan,East Lansing,230
Ohio,Akron,230
California,Santa Ana,229
Connecticut,Stamford,229
California,Ontario,227
California,Richmond,226
Tennessee,Clarksville,225
Texas,El Paso,222
California,Castro Valley,217
Arizona,Scottsdale,212
Connecticut,Hartford,212
Florida,Gainesville,212
Georgia,Alpharetta,211
Idaho,Boise,210
Texas,Cypress,210
Virginia,Charlottesville,207
Texas,Richardson,206
North Carolina,Cary,204
California,Torrance,202
Texas,Arlington,202
Colorado,Greeley,201
North Carolina,Fayetteville,200
North Carolina,Winston-Salem,198
California,Pasadena,197
Maryland,Frederick,195
California,Bakersfield,193
California,Belmont,192
Rhode Island,Providence,191
Illinois,Naperville,189
Michigan,Farmington Hills,189
Utah,Provo,188
Virginia,Tysons,186
Arizona,Gilbert,185
Oregon,Beaverton,183
Florida,Fort Lauderdale,182
Massachusetts,Needham,180
California,San Rafael,179
Colorado,Aurora,176
Tennessee,Knoxville,176
Pennsylvania,State College,175
California,Stockton,174
Maryland,College Park,174
California,Garden Grove,171
California,Vacaville,171
Nebraska,Lincoln,171
Oregon,Boardman,171
Virginia,Norfolk,171
Missouri,Springfield,167
South Carolina,Greenville,166
Georgia,Marietta,164
New Jersey,Parsippany-Troy Hills,164
California,Laguna Niguel,161
California,Morgan Hill,161
Kansas,Coffeyville,161
Idaho,Rexburg,160
Minnesota,Eden Prairie,159
New York,Rochester,159
Indiana,Bloomington,158
North Carolina,Greensboro,157
Connecticut,New Haven,156
New York,Buffalo,156
New York,Syracuse,156
Washington,Vancouver,156
Louisiana,Baton Rouge,155
California,Tracy,153
Maryland,Columbia,153
Virginia,Blacksburg,153
Georgia,Johns Creek,152
Illinois,Champaign,152
Georgia,Sandy Springs,150
Indiana,Fort Wayne,150
New York,Brighton,149
Virginia,Richmond,148
Washington,Sammamish,148
Colorado,Broomfield,147
California,Roseville,146
California,Chula Vista,145
New York,Albany,145
Florida,Tallahassee,144
California,Huntington Beach,143
New Jersey,Woodbridge Township,143
Alabama,Huntsville,142
Texas,McKinney,142
Georgia,Cumming,141
Iowa,Des Moines,141
New Jersey,Mount Laurel Township,140
New Jersey,Lawrence Township,140
Tennessee,Chattanooga,140
California,Burbank,139
California,Davis,139
California,Rancho Cordova,139
Virginia,Tuckahoe,139
California,Millbrae,138
New Jersey,Hoboken,138
California,Fullerton,137
California,Santa Barbara,137
Illinois,Evanston,137
Massachusetts,Waltham,137
Utah,Orem,137
California,Costa Mesa,136
Florida,West Palm Beach,133
Maryland,Towson,133
New York,Getzville,133
California,Glendale,132
California,Salinas,132
Massachusetts,Newton,132
California,Mission Viejo,131
Florida,Doral,131
Michigan,Novi,131
Oregon,Eugene,131
California,Redondo Beach,130
Virginia,Alexandria,130
California,Carlsbad,129
Massachusetts,Malden,129
Oregon,Hillsboro,129
California,Pacifica,127
New Jersey,North Bergen,127
Washington,Tacoma,127
Michigan,Rochester Hills,126
Texas,The Woodlands,126
New Jersey,Secaucus,125
Texas,University Park,125
California,Santa Clarita,123
Colorado,Fort Collins,123
Colorado,Longmont,123
Indiana,West Lafayette,123
Texas,Cedar Park,123
Texas,College Station,123
California,Santa Rosa,122
Colorado,Lakewood,121
Maryland,Bethesda,121
California,Pomona,119
Florida,St. Petersburg,118
Texas,Pflugerville,118
Washington,Issaquah,118
California,Westminster,117
Connecticut,Mansfield,117
Georgia,Athens,117
Arkansas,Little Rock,116
California,Gilroy,116
Washington,Bothell,116
Massachusetts,Watertown,115
Tennessee,Johnson City,115
Illinois,Urbana,114
Texas,Sugar Land,114
Washington,North Creek,114
Kansas,Wichita,113
Missouri,Columbia,113
California,Corona,112
California,Cypress,112
California,Newport Beach,112
Maryland,Rockville,112
California,West Covina,111
California,San Clemente,110
Massachusetts,Brookline,110
Washington,Everett,110
Michigan,Troy,109
Washington,Kent,109
California,Elk Grove,108
California,Merced,108
California,Pleasant Hill,108
Georgia,Roswell,108
Illinois,Oak Park,108
New York,Yonkers,108
California,Alhambra,107
California,El Cajon,107
California,Modesto,107
California,Stanford,107
Maryland,Germantown,107
South Carolina,Charleston,107
Texas,Denton,107
California,Tustin,106
Florida,Hialeah,106
Massachusetts,Wellesley,106
North Carolina,Chapel Hill,106
New York,Port Washington,106
California,Danville,105
California,Vallejo,105
Georgia,Duluth,105
Iowa,Ames,105
Massachusetts,Worcester,105
Missouri,Chesterfield,105
North Carolina,Apex,105
South Carolina,Columbia,105
Virginia,Chantilly,105
Virginia,Centreville,104
Wisconsin,Menomonie,104
Illinois,Schaumburg,103
Massachusetts,Arlington,103
Michigan,Canton,103
Tennessee,Murfreesboro,103
Alabama,Mobile,102
New Jersey,Clifton,102
Georgia,Newnan,101
New York,Ithaca,101
Washington,Spokane,101
Georgia,Lawrenceville,100
Texas,Carrollton,100
California,Lake Forest,99
California,Thousand Oaks,99
Florida,Clearwater,99
Illinois,Arlington Heights,99
Maryland,Silver Spring,99
California,Chico,98
California,Orange,98
California,San Bernardino,98
Pennsylvania,Lancaster,98
California,San Luis Obispo,97
Massachusetts,Somerville,97
Oregon,The Dalles,97
California,Culver City,96
Illinois,Aurora,96
California,Folsom,95
Colorado,Erie,95
Georgia,Columbus,95
Georgia,Woodstock,95
South Carolina,Dillon,95
Texas,Leander,95
Florida,Largo,94
Illinois,Peoria,94
Virginia,Leesburg,94
Michigan,Westland,93
New Jersey,Ridgewood,93
Utah,Sandy,93
Colorado,Centennial,92
North Carolina,Concord,92
Oregon,Corvallis,92
Texas,Allen,92
California,Moreno Valley,91
Virginia,Fairfax,91
Virginia,Newport News,91
Wisconsin,Green Bay,91
California,Murrieta,90
Iowa,Iowa City,90
New Jersey,Franklin Township,90
South Carolina,Mount Pleasant,90
California,Dixon,89
Florida,Greenacres,89
Michigan,Plymouth Charter Township,89
New Jersey,Harrison,89
Georgia,Savannah,88
Iowa,Cedar Rapids,88
Massachusetts,Medford,88
California,Napa,87
Illinois,Elgin,87
Illinois,Rockford,87
New Jersey,Summit,87
California,Fairfield,86
California,Martinez,86
Pennsylvania,Bala Cynwyd,86
Florida,Hollywood,85
Georgia,Milton,85
Kansas,Lawrence,85
Ohio,Mason,85
Texas,Grapevine,85
California,Half Moon Bay,84
California,Simi Valley,84
Colorado,Westminster,84
Illinois,Buffalo Grove,84
Missouri,Maryland Heights,84
New Jersey,Bridgewater Township,84
New Jersey,East Brunswick,84
Pennsylvania,Villanova,84
New Jersey,Hackensack,83
New Jersey,Montclair,83
New Jersey,West Windsor Township,83
Ohio,Youngstown,83
Virginia,Woodlake,83
Florida,Brandon,82
Georgia,Smyrna,82
Kansas,Kansas City,82
Texas,McAllen,82
Washington,Bellingham,82
Alabama,Montgomery,81
Texas,Garland,81
Florida,Miami Beach,80
Montana,Bozeman,80
New York,White Plains,80
Oregon,Salem,80
Tennessee,Franklin,80
West Virginia,Morgantown,80
California,Lafayette,79
California,East Palo Alto,79
Illinois,Downers Grove,79
Massachusetts,Andover,79
Oklahoma,Broken Arrow,79
Texas,Coppell,79
Colorado,Arvada,78
New Jersey,Middletown,78
New York,New Rochelle,78
California,Monterey,77
Michigan,Warren,77
Mississippi,Jackson,77
New Jersey,Wayne,77
California,Emeryville,76
California,Hawthorne,76
California,Los Altos Hills,76
Connecticut,Waterbury,76
Hawaii,Kahului,76
California,Cerritos,75
California,Palm Desert,75
Florida,Oviedo,75
Florida,Coral Springs,75
Indiana,Lafayette,75
Maryland,Gaithersburg,75
New Hampshire,Manchester,75
Washington,Edmonds,75
Wisconsin,Appleton,75
Alaska,Anchorage,74
California,San Marcos,74
Florida,Davie,74
Idaho,Meridian,74
New Jersey,Monroe Township,74
New York,Newtonville,74
Virginia,Annandale,74
Florida,Pembroke Pines,73
Illinois,Glenview,73
Michigan,Livonia,73
New York,Troy,73
Pennsylvania,Erie,73
Texas,Corpus Christi,73
Utah,St. George,73
California,Watsonville,72
Illinois,Bolingbrook,72
Massachusetts,Framingham,72
New Jersey,Cherry Hill,72
New York,Valhalla,72
Texas,Lubbock,72
Arizona,Glendale,71
California,Fontana,71
California,Temecula,71
Florida,Coral Gables,71
Florida,Palm Beach Gardens,71
Georgia,Tucker,71
Michigan,Auburn Hills,71
Michigan,Kentwood,71
Minnesota,Eagan,71
South Dakota,Sioux Falls,71
Delaware,Claymont,70
Louisiana,Shreveport,70
Michigan,Pittsfield Charter Township,70
Texas,League City,70
Alabama,Hoover,69
California,Oxnard,69
California,Sonoma,69
Colorado,Louisville,69
Florida,DeLand,69
Florida,The Hammocks,69
Massachusetts,Springfield,69
Minnesota,Brooklyn Park,69
Missouri,University City,69
New Jersey,Fort Lee,69
New Jersey,Princeton,69
Pennsylvania,Bethlehem,69
Utah,Lehi,69
Washington,Mercer Island,69
California,Brentwood,68
Georgia,Suwanee,68
Massachusetts,Lexington,68
Michigan,Portage,68
North Carolina,Greenville,68
Ohio,Toledo,68
Texas,Flower Mound,68
Texas,San Marcos,68
Wisconsin,Waukesha,68
Arizona,Buckeye,67
California,Hercules,67
Michigan,Bloomfield Township,67
New Jersey,Bloomfield,67
New Jersey,Paramus,67
New Jersey,Westfield,67
Texas,Laredo,67
Virginia,Arcola,67
Virginia,Chesapeake,67
Washington,Lynnwood,67
California,Baldwin Park,66
Florida,Lakeland,66
Illinois,Skokie,66
New Jersey,New Brunswick,66
Pennsylvania,Allentown,66
Texas,Georgetown,66
Virginia,McLean,66
California,Rosemead,65
California,Visalia,65
Colorado,Castle Rock,65
Colorado,Lafayette,65
Louisiana,Lafayette,65
North Carolina,Wake Forest,65
Texas,Lewisville,65
Texas,Pearland,65
Arizona,Yuma,64
New Hampshire,Concord,64
Texas,Conroe,64
Utah,Ogden,64
Washington,Renton,64
Arizona,Goodyear,63
California,Lake Elsinore,63
Connecticut,Fairfield,63
Illinois,Bloomington,63
Illinois,Joliet,63
Massachusetts,Northampton,63
Michigan,Clinton Township,63
Minnesota,Edina,63
Virginia,Burke,63
California,Clovis,62
California,Downey,62
Florida,Wellington,62
Illinois,Highland Park,62
Minnesota,Rochester,62
Oklahoma,Norman,62
Virginia,Roanoke,62
California,Aliso Viejo,61
California,Novato,61
Florida,Weston,61
Florida,Boca Del Mar,61
Michigan,Royal Oak,61
New Jersey,Freehold Township,61
New York,Cheektowaga,61
Ohio,Dayton,61
Tennessee,Jasper,61
Texas,Little Elm,61
Virginia,Williamsburg,61
Alabama,Tuscaloosa,60
Arizona,Flagstaff,60
California,Calabasas,60
California,Manhattan Beach,60
California,Palmdale,60
California,Redding,60
California,Upland,60
California,West Hollywood,60
Missouri,O'Fallon,60
North Carolina,Wilmington,60
New Hampshire,Durham,60
Virginia,Washington,60
California,Brea,59
California,El Dorado Hills,59
California,Escondido,59
California,Rancho Palos Verdes,59
California,Rocklin,59
Florida,Cutler Bay,59
Georgia,Dahlonega,59
Indiana,Muncie,59
Michigan,Brighton,59
North Dakota,Fargo,59
New Jersey,Union,59
Ohio,Centerville,59
California,Clayton,58
California,Petaluma,58
Connecticut,West Hartford,58
Massachusetts,Amherst,58
Maine,Portland,58
New Jersey,Fair Lawn,58
New Jersey,Springfield Township,58
California,Encinitas,57
California,Oceanside,57
California,Pittsburg,57
Colorado,Highlands Ranch,57
Colorado,Lone Tree,57
Connecticut,Hamden,57
Illinois,Elmhurst,57
Indiana,Carmel,57
New Jersey,Maplewood,57
New York,Hicksville,57
Pennsylvania,Mount Lebanon,57
South Carolina,Rock Hill,57
Virginia,Salem,57
Alabama,Auburn,56
California,Camarillo,56
Kansas,Olathe,56
Maryland,Potomac,56
Maryland,Wheaton-Glenmont,56
North Carolina,Asheville,56
New Jersey,West New York,56
New York,Coram,56
New York,Stony Brook,56
Ohio,Dublin,56
Oregon,Lake Oswego,56
Texas,North Richland Hills,56
California,El Monte,55
Connecticut,Norwalk,55
Illinois,University Park,55
Mississippi,Hattiesburg,55
New Hampshire,Nashua,55
New Jersey,Livingston,55
Pennsylvania,Coatesville,55
Pennsylvania,West Goshen,55
Wisconsin,Janesville,55
California,Lancaster,54
California,Orinda,54
Florida,Coconut Creek,54
Maryland,North Bethesda,54
Michigan,Lansing,54
Michigan,Southfield,54
Minnesota,Plymouth,54
Utah,Draper,54
Virginia,Gainesville,54
California,Windsor,53
California,Yorba Linda,53
California,Eastvale,53
Colorado,Ken Caryl,53
Florida,Kissimmee,53
Maryland,Ellicott City,53
Michigan,Sterling Heights,53
New Jersey,Hackettstown,53
Ohio,Hamilton,53
Texas,Midland,53
California,Moraga,52
California,Isla Vista,52
Colorado,Loveland,52
Colorado,Parker,52
Florida,Port St. Lucie,52
Florida,Miramar,52
Florida,Union Park,52
Indiana,Evansville,52
Kentucky,Florence,52
North Carolina,Mooresville,52
New York,Queensbury,52
Ohio,Gahanna,52
South Carolina,Summerville,52
Texas,Amarillo,52
Utah,Logan,52
Utah,West Jordan,52
California,Carson,51
California,Manteca,51
Georgia,Sugar Hill,51
Illinois,Glen Ellyn,51
Illinois,Oswego,51
Indiana,Noblesville,51
Indiana,South Bend,51
Indiana,Terre Haute,51
Minnesota,Bloomington,51
Missouri,Creve Coeur,51
New Jersey,Linden,51
Oregon,Tigard,51
Utah,West Valley City,51
Arkansas,Fayetteville,50
California,Redlands,50
California,Vista,50
California,Walnut,50
Florida,Fort Myers,50
Georgia,Acworth,50
Georgia,Albany,50
Illinois,Normal,50
Maryland,North Laurel,50
Minnesota,Woodbury,50
New Jersey,West Orange,50
New York,New Paltz,50
Ohio,Fairborn,50
Virginia,Herndon,50
Virginia,Lynchburg,50
Washington,Federal Way,50
California,Chino,49
California,Goleta,49
California,Lakewood,49
Connecticut,Danbury,49
Florida,Clermont,49
Florida,Ocala,49
Florida,Sanford,49
Florida,Winter Park,49
Iowa,West Des Moines,49
Indiana,Michigan City,49
Minnesota,Duluth,49
North Carolina,Hickory,49
Oregon,Medford,49
Pennsylvania,Norristown,49
Texas,Fulshear,49
Virginia,Dale City,49
Washington,Shoreline,49
Washington,Tukwila,49
California,Diamond Bar,48
California,Hacienda Heights,48
California,Poway,48
Connecticut,Bridgeport,48
Delaware,Newark,48
Florida,Boynton Beach,48
Georgia,Augusta,48
Georgia,Buford,48
Illinois,Bartlett,48
Maryland,Catonsville,48
Missouri,Normandy,48
Nebraska,Bellevue,48
New Jersey,Old Bridge Township,48
New Jersey,Washington Township,48
New York,Wantagh,48
Oklahoma,Stillwater,48
Texas,Grand Prairie,48
Washington,Duvall,48
West Virginia,Charleston,48
Alabama,Madison,47
California,Albany,47
California,Chino Hills,47
California,El Cerrito,47
California,South Gate,47
California,Ventura,47
Iowa,Davenport,47
Massachusetts,Concord,47
Michigan,Wyoming,47
New Mexico,Rio Rancho,47
New York,Saratoga Springs,47
Oklahoma,Edmond,47
South Carolina,Greer,47
Utah,South Jordan,47
Wisconsin,Menomonee Falls,47
California,Alamo,46
California,Antioch,46
California,South Lake Tahoe,46
Florida,Melbourne,46
Missouri,Wentzville,46
New Jersey,North Brunswick Township,46
Oregon,Bend,46
Pennsylvania,Greensburg,46
Pennsylvania,Sanatoga,46
South Carolina,North Charleston,46
Texas,Abilene,46
Texas,Waco,46
Virginia,Fredericksburg,46
Washington,Kenmore,46
California,Bellflower,45
California,Scotts Valley,45
California,Turlock,45
Florida,Deerfield Beach,45
Massachusetts,Brockton,45
Massachusetts,North Andover,45
Michigan,Commerce Charter Township,45
New Jersey,Howell Township,45
New Jersey,Evesham Township,45
New York,North New Hyde Park,45
Ohio,Cuyahoga Falls,45
Pennsylvania,Fountain Hill,45
South Carolina,West Columbia,45
Virginia,West Falls Church,45
Alabama,Anniston,44
Arizona,Peoria,44
Arizona,San Tan Valley,44
California,Hollister,44
California,South Pasadena,44
California,Truckee,44
Florida,Bradenton,44
Florida,Plantation,44
Illinois,Algonquin,44
Illinois,Elk Grove Village,44
Illinois,Palatine,44
Massachusetts,Acton,44
Maryland,Annapolis,44
Missouri,St. Peters,44
New Jersey,South Brunswick Township,44
New York,Mineola,44
Pennsylvania,Maple Glen,44
South Carolina,Myrtle Beach,44
Tennessee,Brentwood,44
Texas,Missouri City,44
Texas,Tyler,44
Virginia,Potomac Falls,44
Washington,Bremerton,44
Arizona,Avondale,43
California,Claremont,43
California,Marina,43
California,Menifee,43
Colorado,Superior,43
Florida,Homestead,43
Florida,Pompano Beach,43
Georgia,Decatur,43
Georgia,Hiram,43
Hawaii,Wailuku,43
Illinois,Springfield,43
Maryland,Elkridge,43
Missouri,Saint Charles,43
North Carolina,Morrisville,43
New Hampshire,Portsmouth,43
New York,Newburgh,43
New York,Valley Stream,43
Texas,Edinburg,43
Wisconsin,La Crosse,43
California,Beverly Hills,42
California,Carmichael,42
California,La Habra,42
California,Monterey Park,42
California,West Sacramento,42
California,Live Oak,42
Colorado,Littleton,42
Colorado,Greenwood Village,42
Connecticut,Westport,42
Florida,Pinellas Park,42
Florida,Bay Lake,42
Florida,Kendall,42
Florida,Tamiami,42
Georgia,Macon,42
Illinois,St. Charles,42
Kansas,Topeka,42
Massachusetts,Reading,42
Nevada,Sparks,42
New York,Mount Vernon,42
Ohio,Kent,42
Pennsylvania,Wayne,42
Pennsylvania,Wilkes-Barre,42
South Carolina,Gaffney,42
Texas,Wylie,42
Wisconsin,Racine,42
Arkansas,Fort Smith,41
Arkansas,Springdale,41
California,El Segundo,41
Connecticut,Greenwich,41
Delaware,Wilmington,41
Florida,University Park,41
Georgia,Fayetteville,41
Georgia,Dunwoody,41
Illinois,Northbrook,41
Illinois,Wheeling,41
Massachusetts,Burlington,41
New Jersey,Weehawken,41
New Jersey,Hamilton Township,41
New Mexico,Las Cruces,41
New York,Binghamton,41
Ohio,Grove City,41
Oklahoma,Owasso,41
Pennsylvania,Hampton Township,41
South Carolina,Lexington,41
Tennessee,Kingsport,41
Texas,Brownsville,41
Texas,Spring,41
Virginia,Brambleton,41
Washington,Picnic Point-North Lynnwood,41
Wisconsin,Oshkosh,41
California,Arcadia,40
California,Atwater,40
Connecticut,Windsor,40
Florida,Altamonte Springs,40
Florida,Cape Coral,40
Florida,Four Corners,40
Illinois,Darien,40
Illinois,La Grange,40
Illinois,Oak Lawn,40
Indiana,Greenwood,40
Massachusetts,Lowell,40
Massachusetts,Natick,40
Michigan,Mount Pleasant,40
Minnesota,Minnetonka,40
Minnesota,Richfield,40
New Jersey,Englewood,40
New Jersey,Morristown,40
Ohio,Mentor,40
Ohio,Miamisburg,40
Tennessee,Mt. Juliet,40
Washington,Union Hill-Novelty Hill,40
Arizona,Surprise,39
California,Mill Valley,39
California,Rialto,39
California,Tamalpais-Homestead Valley,39
Florida,Jacksonville Beach,39
Florida,Bithlo,39
Massachusetts,Winchester,39
Massachusetts,Woburn,39
Maryland,Bowie,39
Minnesota,St. Cloud,39
Minnesota,Apple Valley,39
North Carolina,Gastonia,39
New Jersey,Rahway,39
Oregon,Hood River,39
Pennsylvania,Chester Springs,39
Pennsylvania,Devault,39
Pennsylvania,Phoenixville,39
Texas,Bee Cave,39
Virginia,Hampton,39
Virginia,Harrisonburg,39
Arkansas,Jonesboro,38
Arkansas,Russellville,38
California,Montebello,38
California,San Gabriel,38
California,Temple City,38
California,Whittier,38
Connecticut,New Britain,38
Florida,Apopka,38
Florida,Delray Beach,38
Florida,Tamarac,38
Georgia,Statesboro,38
Iowa,Dubuque,38
Illinois,Berwyn,38
Illinois,Des Plaines,38
Illinois,Hinsdale,38
Illinois,Mount Prospect,38
Indiana,Hammond,38
Louisiana,Metairie,38
Massachusetts,Billerica,38
Massachusetts,Canton,38
Minnesota,Lakeville,38
Minnesota,Blaine,38
Minnesota,Roseville,38
New Hampshire,Dover,38
New Jersey,Elizabeth,38
Ohio,Kettering,38
Pennsylvania,Hershey,38
Virginia,Franconia,38
Vermont,Burlington,38
California,Laguna Hills,37
Florida,Port Orange,37
Florida,Hunters Creek,37
Florida,Lake Butler,37
Florida,Parkland,37
Georgia,Forest Park,37
Georgia,Snellville,37
Illinois,Waukegan,37
Maryland,Hagerstown,37
Montana,Missoula,37
New York,Setauket- East Setauket,37
New York,Freeport,37
New York,Woodmere,37
Ohio,Lakewood,37
Ohio,Westerville,37
Rhode Island,Pawtucket,37
Tennessee,Maryville,37
Texas,DeSoto,37
Texas,Farmers Branch,37
Utah,Layton,37
Washington,Auburn,37
California,Buena Park,36
California,Rowland Heights,36
Florida,Palm Harbor,36
Idaho,Twin Falls,36
Illinois,Lake Zurich,36
Maryland,Olney,36
Maryland,Severna Park,36
North Carolina,Garner,36
New York,Scarsdale,36
Pennsylvania,Monroeville,36
Pennsylvania,Reading,36
Pennsylvania,Sarver,36
Pennsylvania,Upper Darby,36
Pennsylvania,Wexford,36
Pennsylvania,Moon,36
Texas,Weatherford,36
Virginia,Lake Ridge,36
California,Fountain Valley,35
California,Glendora,35
California,Palm Springs,35
Florida,Margate,35
Georgia,Stockbridge,35
Indiana,Columbus,35
Indiana,Jeffersonville,35
Kentucky,Henderson,35
Massachusetts,Westford,35
Maryland,Lutherville-Timonium,35
Maryland,Bel Air South,35
Minnesota,St. Louis Park,35
North Carolina,High Point,35
New Jersey,Bayonne,35
New Jersey,East Orange,35
New York,Cairo,35
Ohio,Blue Ash,35
Pennsylvania,Springfield,35
Pennsylvania,Ross Township,35
Texas,Katy,35
Texas,Mission,35
Texas,Schertz,35
Texas,Atascocita,35
Washington,South Hill,35
California,Brisbane,34
California,El Centro,34
California,Indio,34
California,Norwalk,34
California,Placentia,34
California,Rancho Santa Margarita,34
California,Victorville,34
Connecticut,South Windsor,34
Florida,Land O' Lakes,34
Florida,Palm Bay,34
Georgia,McDonough,34
Illinois,Batavia,34
Illinois,Morton Grove,34
Kansas,Shawnee,34
Maryland,Cockeysville,34
Maryland,Owings Mills,34
Michigan,Meridian charter Township,34
Michigan,Ypsilanti Charter Township,34
Mississippi,Oxford,34
North Carolina,Boone,34
North Carolina,Goldsboro,34
New Jersey,Paterson,34
New York,Deer Park,34
New York,Fairport,34
New York,Levittown,34
New York,West Islip,34
Ohio,Delaware,34
Ohio,Norwood,34
Oregon,Tualatin,34
Texas,Bedford,34
Texas,Midlothian,34
Texas,Odessa,34
Texas,Wichita Falls,34
Virginia,Vienna,34
Wisconsin,Brookfield,34
Wisconsin,Whitewater,34
California,Citrus Heights,33
California,Yuba City,33
Florida,Richmond West,33
Florida,Sunrise,33
Florida,Wesley Chapel South,33
Georgia,Gainesville,33
Georgia,Mableton,33
Hawaii,Mililani,33
Idaho,Coeur d'Alene,33
Idaho,Idaho Falls,33
Illinois,Libertyville,33
Indiana,Fishers,33
Michigan,Adrian,33
Michigan,Forest Hills,33
Michigan,Grand Blanc Township,33
Missouri,Independence,33
Nebraska,Grand Island,33
New Jersey,Passaic,33
New Jersey,South Plainfield,33
New York,Latham,33
New York,Lockport,33
Ohio,Beckett Ridge,33
Pennsylvania,Hermitage,33
Texas,Prosper,33
Texas,San Angelo,33
Texas,The Colony,33
Texas,Weslaco,33
Washington,Olympia,33
Washington,Yakima,33
Arkansas,Rogers,32
California,Covina,32
California,Hemet,32
California,Hesperia,32
California,Madera,32
California,Marina del Rey,32
California,Perris,32
Colorado,Pueblo,32
Delaware,Dover,32
Florida,Winter Garden,32
Florida,North Miami,32
Georgia,Calhoun,32
Georgia,Loganville,32
Idaho,Pocatello,32
Illinois,Antioch,32
Illinois,Carol Stream,32
Illinois,Vernon Hills,32
Kentucky,Bowling Green,32
Louisiana,Ruston,32
Massachusetts,Yarmouth,32
Maine,South Portland,32
Missouri,Camdenton,32
Missouri,Florissant,32
North Carolina,Burlington,32
North Carolina,Elon,32
New Jersey,Egg Harbor Township,32
New Jersey,Mahwah,32
New Jersey,Toms River,32
New Jersey,Warren,32
New Jersey,Wall Township,32
New York,Elmont,32
New York,Hauppauge,32
New York,Plainview,32
Ohio,Medina,32
Pennsylvania,Bensalem,32
Pennsylvania,Warminster,32
South Carolina,Anderson,32
South Carolina,Sumter,32
South Dakota,Rapid City,32
Texas,Euless,32
Texas,Keller,32
Utah,Murray,32
Virginia,Suffolk,32
Arizona,Casas Adobes,31
California,La Canada Flintridge,31
California,Lodi,31
California,Montclair,31
Connecticut,Pomfret,31
Florida,Riverview,31
Florida,Kings Point,31
Georgia,Riverdale,31
